fdc_id,food_code,description,portion_description,gram_weight
2705476,11512100,"Hot chocolate / cocoa, with whipped cream",1 cup,248
2705477,11513380,"Chocolate milk, Nesquik, NS as to type of milk",Quantity not specified,248
2705477,11513380,"Chocolate milk, Nesquik, NS as to type of milk",1 fl oz,31
2705477,11513380,"Chocolate milk, Nesquik, NS as to type of milk",1 cup,248
2705478,11513385,"Chocolate milk, Nesquik, made with non-dairy milk",1 fl oz,31
2705478,11513385,"Chocolate milk, Nesquik, made with non-dairy milk",Quantity not specified,248
2705478,11513385,"Chocolate milk, Nesquik, made with non-dairy milk",1 cup,248
2705479,11513801,"Chocolate milk, reduced sugar, whole",1 fl oz,31
2705479,11513801,"Chocolate milk, reduced sugar, whole",1 cup,248
2705479,11513801,"Chocolate milk, reduced sugar, whole",Quantity not specified,248
2705480,11513802,"Chocolate milk, reduced sugar, reduced fat (2%)",1 fl oz,31
2705480,11513802,"Chocolate milk, reduced sugar, reduced fat (2%)",Quantity not specified,248
2705480,11513802,"Chocolate milk, reduced sugar, reduced fat (2%)",1 cup,248
2705481,11513803,"Chocolate milk, reduced sugar, low fat (1%)",1 fl oz,31
2705481,11513803,"Chocolate milk, reduced sugar, low fat (1%)",1 cup,248
2705481,11513803,"Chocolate milk, reduced sugar, low fat (1%)",Quantity not specified,248
2705482,11513804,"Chocolate milk, reduced sugar, fat free (skim)",1 fl oz,31
2705482,11513804,"Chocolate milk, reduced sugar, fat free (skim)",1 cup,248
2705482,11513804,"Chocolate milk, reduced sugar, fat free (skim)",Quantity not specified,248
2705483,11514100,"Hot chocolate / cocoa, dry mix, made with water",1 fl oz,31
2705483,11514100,"Hot chocolate / cocoa, dry mix, made with water","1 packet, reconstituted",248
2705483,11514100,"Hot chocolate / cocoa, dry mix, made with water",Quantity not specified,248
2705483,11514100,"Hot chocolate / cocoa, dry mix, made with water",1 cup,248
2705484,11514110,"Hot chocolate / cocoa, dry mix, made with whole or reduced fat (2%) milk","1 packet, reconstituted",248
2705484,11514110,"Hot chocolate / cocoa, dry mix, made with whole or reduced fat (2%) milk",1 fl oz,31
2705484,11514110,"Hot chocolate / cocoa, dry mix, made with whole or reduced fat (2%) milk",1 cup,248
2705484,11514110,"Hot chocolate / cocoa, dry mix, made with whole or reduced fat (2%) milk",Quantity not specified,248
2705485,11514130,"Hot chocolate / cocoa, dry mix, made with lowfat (1%) or fat free (skim) milk",1 cup,248
2705485,11514130,"Hot chocolate / cocoa, dry mix, made with lowfat (1%) or fat free (skim) milk",Quantity not specified,248
2705485,11514130,"Hot chocolate / cocoa, dry mix, made with lowfat (1%) or fat free (skim) milk","1 packet, reconstituted",248
2705485,11514130,"Hot chocolate / cocoa, dry mix, made with lowfat (1%) or fat free (skim) milk",1 fl oz,31
2705486,11514150,"Hot chocolate / cocoa, dry mix , made with non-dairy milk",Quantity not specified,248
2705486,11514150,"Hot chocolate / cocoa, dry mix , made with non-dairy milk",1 cup,248
2705486,11514150,"Hot chocolate / cocoa, dry mix , made with non-dairy milk",1 fl oz,31
2705486,11514150,"Hot chocolate / cocoa, dry mix , made with non-dairy milk","1 packet, reconstituted",248
2705487,11514160,"Hot chocolate / cocoa, dry mix, made with water, with whipped cream","1 packet, reconstituted",248
2705487,11514160,"Hot chocolate / cocoa, dry mix, made with water, with whipped cream",1 cup,248
2705487,11514160,"Hot chocolate / cocoa, dry mix, made with water, with whipped cream",Quantity not specified,248
2705487,11514160,"Hot chocolate / cocoa, dry mix, made with water, with whipped cream",1 fl oz,31
2705488,11514310,"Hot chocolate / cocoa, dry mix, reduced sugar, made with water","1 packet, reconstituted",248
2705488,11514310,"Hot chocolate / cocoa, dry mix, reduced sugar, made with water",1 cup,248
2705488,11514310,"Hot chocolate / cocoa, dry mix, reduced sugar, made with water",Quantity not specified,248
2705488,11514310,"Hot chocolate / cocoa, dry mix, reduced sugar, made with water",1 fl oz,31
2705489,11514320,"Hot chocolate / cocoa, dry mix, reduced sugar, made with whole or reduced fat (2%) milk",Quantity not specified,248
2705489,11514320,"Hot chocolate / cocoa, dry mix, reduced sugar, made with whole or reduced fat (2%) milk",1 fl oz,31
2705489,11514320,"Hot chocolate / cocoa, dry mix, reduced sugar, made with whole or reduced fat (2%) milk","1 packet, reconstituted",248
2705489,11514320,"Hot chocolate / cocoa, dry mix, reduced sugar, made with whole or reduced fat (2%) milk",1 cup,248
2705490,11514325,"Hot chocolate / cocoa, reduced sugar, made with non-dairy milk",1 fl oz,31
2705490,11514325,"Hot chocolate / cocoa, reduced sugar, made with non-dairy milk",1 cup,248
2705490,11514325,"Hot chocolate / cocoa, reduced sugar, made with non-dairy milk",Quantity not specified,248
2705491,11514330,"Hot chocolate / cocoa, reduced sugar, made with whole or reduced fat (2%) milk",Quantity not specified,248
2705491,11514330,"Hot chocolate / cocoa, reduced sugar, made with whole or reduced fat (2%) milk",1 fl oz,31
2705491,11514330,"Hot chocolate / cocoa, reduced sugar, made with whole or reduced fat (2%) milk","1 packet, reconstituted",248
2705491,11514330,"Hot chocolate / cocoa, reduced sugar, made with whole or reduced fat (2%) milk",1 cup,248
2705492,11514340,"Hot chocolate / cocoa, dry mix, reduced sugar, made with lowfat (1%) or fat free (skim) milk",1 fl oz,31
2705492,11514340,"Hot chocolate / cocoa, dry mix, reduced sugar, made with lowfat (1%) or fat free (skim) milk","1 packet, reconstituted",248
2705492,11514340,"Hot chocolate / cocoa, dry mix, reduced sugar, made with lowfat (1%) or fat free (skim) milk",Quantity not specified,248
2705492,11514340,"Hot chocolate / cocoa, dry mix, reduced sugar, made with lowfat (1%) or fat free (skim) milk",1 cup,248
2705493,11514350,"Hot chocolate / cocoa, reduced sugar, made with lowfat (1%) or fat free (skim) milk","1 packet, reconstituted",248
2705493,11514350,"Hot chocolate / cocoa, reduced sugar, made with lowfat (1%) or fat free (skim) milk",Quantity not specified,248
2705493,11514350,"Hot chocolate / cocoa, reduced sugar, made with lowfat (1%) or fat free (skim) milk",1 cup,248
2705493,11514350,"Hot chocolate / cocoa, reduced sugar, made with lowfat (1%) or fat free (skim) milk",1 fl oz,31
2705494,11514360,"Hot chocolate / cocoa, dry mix, reduced sugar, made with non-dairy milk",1 fl oz,31
2705494,11514360,"Hot chocolate / cocoa, dry mix, reduced sugar, made with non-dairy milk","1 packet, reconstituted",248
2705494,11514360,"Hot chocolate / cocoa, dry mix, reduced sugar, made with non-dairy milk",1 cup,248
2705494,11514360,"Hot chocolate / cocoa, dry mix, reduced sugar, made with non-dairy milk",Quantity not specified,248
2705495,11519040,"Strawberry milk, NFS",1 individual school container,248
2705495,11519040,"Strawberry milk, NFS",1 cup,248
2705495,11519040,"Strawberry milk, NFS",1 fl oz,31
2705495,11519040,"Strawberry milk, NFS",Quantity not specified,248
2705496,11519050,"Strawberry milk, whole",1 fl oz,31
2705496,11519050,"Strawberry milk, whole",1 individual school container,248
2705496,11519050,"Strawberry milk, whole",Quantity not specified,248
2705496,11519050,"Strawberry milk, whole",1 cup,248
2705497,11519105,"Strawberry milk, reduced fat (2%)",1 individual school container,248
2705497,11519105,"Strawberry milk, reduced fat (2%)",1 cup,248
2705497,11519105,"Strawberry milk, reduced fat (2%)",Quantity not specified,248
2705497,11519105,"Strawberry milk, reduced fat (2%)",1 fl oz,31
2705498,11519200,"Strawberry milk, low fat (1%)",1 individual school container,248
2705498,11519200,"Strawberry milk, low fat (1%)",1 cup,248
2705498,11519200,"Strawberry milk, low fat (1%)",1 fl oz,31
2705498,11519200,"Strawberry milk, low fat (1%)",Quantity not specified,248
2705499,11519205,"Strawberry milk, fat free  (skim)",Quantity not specified,248
2705499,11519205,"Strawberry milk, fat free  (skim)",1 individual school container,248
2705499,11519205,"Strawberry milk, fat free  (skim)",1 fl oz,31
2705499,11519205,"Strawberry milk, fat free  (skim)",1 cup,248
2705500,11519210,"Strawberry milk, reduced sugar",Quantity not specified,248
2705500,11519210,"Strawberry milk, reduced sugar",1 cup,248
2705500,11519210,"Strawberry milk, reduced sugar",1 individual school container,248
2705500,11519210,"Strawberry milk, reduced sugar",1 fl oz,31
2705501,11526000,"Milk, malted",Quantity not specified,256
2705501,11526000,"Milk, malted",1 fl oz,32
2705501,11526000,"Milk, malted",1 cup,256
2705502,11531000,Eggnog,1 fl oz,32
2705502,11531000,Eggnog,1 cup,256
2705502,11531000,Eggnog,Quantity not specified,256
2705503,11541110,"Milk shake, home recipe, chocolate",1 fl oz,28
2705503,11541110,"Milk shake, home recipe, chocolate",Quantity not specified,280
2705503,11541110,"Milk shake, home recipe, chocolate",1 milkshake (10 fl oz),280
2705503,11541110,"Milk shake, home recipe, chocolate",1 cup,224
2705504,11541120,"Milk shake, home recipe, flavors other than chocolate",1 cup,224
2705504,11541120,"Milk shake, home recipe, flavors other than chocolate",Quantity not specified,280
2705504,11541120,"Milk shake, home recipe, flavors other than chocolate",1 fl oz,28
2705504,11541120,"Milk shake, home recipe, flavors other than chocolate",1 milkshake (10 fl oz),280
2705505,11541130,"Milk shake, home recipe, chocolate, light",Quantity not specified,280
2705505,11541130,"Milk shake, home recipe, chocolate, light",1 cup,224
2705505,11541130,"Milk shake, home recipe, chocolate, light",1 fl oz,28
2705506,11541135,"Milk shake, home recipe, flavors other than chocolate, light",Quantity not specified,280
2705506,11541135,"Milk shake, home recipe, flavors other than chocolate, light",1 cup,224
2705506,11541135,"Milk shake, home recipe, flavors other than chocolate, light",1 fl oz,28
2705507,11541400,Milk shake with malt,1 milkshake (10 fl oz),280
2705507,11541400,Milk shake with malt,Quantity not specified,280
2705507,11541400,Milk shake with malt,1 fl oz,28
2705508,11542100,"Milk shake, fast food, chocolate",1 large,690
2705508,11542100,"Milk shake, fast food, chocolate",1 medium,526
2705508,11542100,"Milk shake, fast food, chocolate",1 small,405
2705508,11542100,"Milk shake, fast food, chocolate",1 fl oz,28
2705508,11542100,"Milk shake, fast food, chocolate",Quantity not specified,405
2705508,11542100,"Milk shake, fast food, chocolate",1 cup,224
2705509,11542200,"Milk shake, fast food, flavors other than chocolate",Quantity not specified,405
2705509,11542200,"Milk shake, fast food, flavors other than chocolate",1 large,690
2705509,11542200,"Milk shake, fast food, flavors other than chocolate",1 medium,526
2705509,11542200,"Milk shake, fast food, flavors other than chocolate",1 fl oz,28
2705509,11542200,"Milk shake, fast food, flavors other than chocolate",1 cup,224
2705509,11542200,"Milk shake, fast food, flavors other than chocolate",1 small,405
2705510,11543000,"Milk shake, bottled, chocolate",1 cup,248
2705510,11543000,"Milk shake, bottled, chocolate",Quantity not specified,372
2705510,11543000,"Milk shake, bottled, chocolate",1 fl oz,31
2705510,11543000,"Milk shake, bottled, chocolate",1 bottle (12 fl oz),372
2705511,11543010,"Milk shake, bottled, flavors other than chocolate",1 cup,248
2705511,11543010,"Milk shake, bottled, flavors other than chocolate",1 fl oz,31
2705511,11543010,"Milk shake, bottled, flavors other than chocolate",1 bottle (12 fl oz),372
2705511,11543010,"Milk shake, bottled, flavors other than chocolate",Quantity not specified,372
2705512,11551050,Licuado or Batido,1 fl oz,27
2705512,11551050,Licuado or Batido,Quantity not specified,324
2705512,11551050,Licuado or Batido,1 cup,216
2705513,11553100,"Fruit smoothie, NFS",Quantity not specified,324
2705513,11553100,"Fruit smoothie, NFS",1 fl oz,27
2705513,11553100,"Fruit smoothie, NFS",1 small,540
2705513,11553100,"Fruit smoothie, NFS",1 medium,864
2705513,11553100,"Fruit smoothie, NFS",1 large,1080
2705513,11553100,"Fruit smoothie, NFS",1 cup,216
2705514,11553110,"Fruit smoothie, with whole fruit and dairy",1 fl oz,27
2705514,11553110,"Fruit smoothie, with whole fruit and dairy",1 small,540
2705514,11553110,"Fruit smoothie, with whole fruit and dairy",1 large,1080
2705514,11553110,"Fruit smoothie, with whole fruit and dairy",Quantity not specified,324
2705514,11553110,"Fruit smoothie, with whole fruit and dairy",1 medium,864
2705514,11553110,"Fruit smoothie, with whole fruit and dairy",1 cup,216
2705515,11553120,"Fruit smoothie, with whole fruit and dairy, added protein",Quantity not specified,324
2705515,11553120,"Fruit smoothie, with whole fruit and dairy, added protein",1 small,540
2705515,11553120,"Fruit smoothie, with whole fruit and dairy, added protein",1 cup,216
2705515,11553120,"Fruit smoothie, with whole fruit and dairy, added protein",1 large,1080
2705515,11553120,"Fruit smoothie, with whole fruit and dairy, added protein",1 medium,864
2705515,11553120,"Fruit smoothie, with whole fruit and dairy, added protein",1 fl oz,27
2705516,11553130,"Fruit smoothie juice drink, with dairy",1 medium,864
2705516,11553130,"Fruit smoothie juice drink, with dairy",1 cup,216
2705516,11553130,"Fruit smoothie juice drink, with dairy",1 fl oz,27
2705516,11553130,"Fruit smoothie juice drink, with dairy",1 large,1080
2705516,11553130,"Fruit smoothie juice drink, with dairy",1 small,540
2705516,11553130,"Fruit smoothie juice drink, with dairy",Quantity not specified,324
2705517,11560000,Chocolate milk drink,Quantity not specified,248
2705517,11560000,Chocolate milk drink,1 fl oz,31
2705517,11560000,Chocolate milk drink,1 cup,248
2705518,11710000,"Infant formula, NFS",1 fl oz,30.5
2705519,11710030,"Infant formula, Similac, NFS",1 fl oz,30.5
2705520,11710051,"Infant formula, Similac Alimentum, ready-to-feed",1 fl oz,30.5
2705521,11710056,"Infant formula, Similac Alimentum, powder, made with water",1 fl oz,30.5
2705522,11710351,"Infant formula, Similac Advance, ready-to-feed",1 fl oz,30.5
2705523,11710357,"Infant formula, Similac Advance, powder, made with tap water",1 fl oz,30.5
2705524,11710358,"Infant formula, Similac Advance, powder, made with bottled water",1 fl oz,30.5
2705525,11710359,"Infant formula, Similac Advance, powder, made with baby water",1 fl oz,30.5
2705526,11710371,"Infant formula, Similac Sensitive, ready-to-feed",1 fl oz,30.5
2705527,11710377,"Infant formula, Similac Sensitive, powder, made with tap water",1 fl oz,30.5
2705528,11710378,"Infant formula, Similac Sensitive, powder, made with bottled water",1 fl oz,30.5
2705529,11710379,"Infant formula, Similac Sensitive, powder, made with baby water",1 fl oz,30.5
2705530,11710381,"Infant formula, Similac for Spit-Up, ready-to-feed",1 fl oz,30.5
2705531,11710383,"Infant formula, Similac for Spit-Up, powder, made with water",1 fl oz,30.5
2705532,11710481,"Toddler formula, Similac Go and Grow",1 fl oz,30.5
2705533,11710605,"Infant formula, Enfamil, NFS",1 fl oz,30.5
2705534,11710631,"Infant formula, Enfamil Infant, ready-to-feed",1 fl oz,30.5
2705535,11710637,"Infant formula, Enfamil Infant, powder, made with tap water",1 fl oz,30.5
2705536,11710638,"Infant formula, Enfamil Infant, powder, made with bottled water",1 fl oz,30.5
2705537,11710639,"Infant formula, Enfamil Infant, powder, made with baby water",1 fl oz,30.5
2705538,11710661,"Infant formula, Enfamil AR, ready-to-feed",1 fl oz,30.5
2705539,11710669,"Infant formula, Enfamil AR, powder, made with water",1 fl oz,30.5
2705540,11710671,"Infant formula, Enfamil Gentlease, ready-to-feed",1 fl oz,30.5
2705541,11710677,"Infant formula, Enfamil Gentlease, powder, made with tap water",1 fl oz,30.5
2705542,11710678,"Infant formula, Enfamil Gentlease, powder, made with bottled water",1 fl oz,30.5
2705543,11710679,"Infant formula, Enfamil Gentlease, powder, made with baby water",1 fl oz,30.5
2705544,11710689,"Toddler formula, Enfamil Enfagrow",1 fl oz,30.5
2705545,11710801,"Toddler formula, PediaSure",1 bottle (8 fl oz),248
2705545,11710801,"Toddler formula, PediaSure",1 fl oz,31
2705546,11710807,"Toddler formula, Nido Kinder",1 fl oz,30.5
2705547,11710810,"Toddler formula, store brand, beginning or next stage",1 fl oz,30.5
2705548,11710815,"Toddler formula, store brand, pediatric shake",1 fl oz,31
